지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 시각(hhmi),평균 풍속(m/s),평균 상대습도(%),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),평균 지면온도(°C),평균 30cm 지중온도(°C),5.0m 지중온도(°C)
184,2016-06-26,24,21.9,223,27.1,1517,0,0,0,0,0,0,11,3,6.4,1436,3.9,77,1200,3.51,27.84,0,0,0,0,27.7,24.9,16.7
184,2016-06-27,20.4,18.3,1829,22.5,1129,11.33,0.7,1422,3,1411,6.7,11.6,2155,5.2,2202,1.9,77.4,1100,0.84,4.67,0,0,0,0,21.4,25.2,16.5
184,2016-06-28,21,19.1,31,23.4,1527,10.88,1.3,910,3.2,838,7.3,8.3,1121,4.9,1215,2,86.8,1300,1.07,5.9,0,0,0,0,21.7,24.1,16.3
184,2016-06-29,22.2,20.1,212,25.1,1447,5.78,4.6,212,16.7,214,49.9,5.2,922,3.6,924,1.3,94,1400,1.17,8.13,0,0,0,0,24,23.5,16.3
184,2016-06-30,24.9,21.4,26,28.4,1416,0,0,0,0,0,0,7.3,1048,5.6,1051,2,81.9,1300,3.09,21.87,0,0,0,0,26.2,24.1,16.4
184,2016-07-01,27.3,23.4,326,29.6,1629,8.98,3.6,1246,10,1155,18.8,21.4,2335,12.1,2305,4.6,77.3,1600,1.01,5.66,0,0,0,0,24.8,25,16.4
184,2016-07-02,25.2,22.5,2103,29.6,1415,7.97,1.5,756,2.7,723,5.9,21.2,144,12.7,120,4.6,89.4,1400,1.86,7.04,0,0,0,0,25.2,24.9,16.8
184,2016-07-03,23.7,22.3,1208,28.8,1531,6.43,2,1549,5,1548,8,13.3,1528,7.5,1144,1.7,94,1000,1.08,7.44,0,0,0,0,24.8,24.9,16.6
184,2016-07-04,29.1,24.5,7,34,1535,0,0,0,0,0,0,12.8,1243,7.3,1250,2.9,74.1,1200,3.4,20.07,0,0,0,0,28.8,25.2,17.1
184,2016-07-05,30.8,26.2,341,34.4,1333,0,0,0,0,0,0,13.5,1159,8,1018,3.8,62.5,1200,3.47,28.28,0,0,0,0,31.3,26.2,16.8
184,2016-07-06,28.1,25.1,2353,32.5,1333,0,0,0,0,0,0,7.5,1444,5.6,1449,2.5,77.4,1200,3.42,28.58,0,0,0,0,33.2,27.2,16.7
184,2016-07-07,26.9,24.1,515,32.5,1353,0.48,0.7,1532,0.7,0,0.9,7.8,1219,5.2,1225,2.1,75.9,1200,3.52,23.33,0,0,0,0,28.2,27.8,16.7
184,2016-07-08,25.6,24,614,27.2,1345,0.27,0.3,237,0.3,0,0.3,12.5,1136,6.9,1133,3.5,85.5,1300,3.31,23.52,0,0,0,0,32.1,27.8,16.6
184,2016-07-09,25,22.7,241,28.4,847,0,0,0,0,0,0,9.6,1210,6.7,1243,3.3,84,1300,3.35,26.41,0,0,0,0,31.4,27.8,16.7
184,2016-07-10,24.2,22.5,500,25.7,1702,9.6,0.5,1203,1.3,1119,2.8,5.2,2237,2.9,1326,1.2,89,1300,1.31,5.41,0,0,0,0,25.6,27.7,16.8
184,2016-07-11,23.9,22.9,1317,25.1,1030,16.57,0.6,1836,1.2,1812,3.9,6.3,1027,4.5,1028,1.5,92.4,1000,1.86,7.72,0,0,0,0,25.2,26.8,16.8
184,2016-07-12,24.6,22.5,856,27.2,2234,17.57,4.6,1034,10.8,1032,57.1,8.3,2311,5.1,2312,1.9,95.1,1400,0.59,3.15,0,0,0,0,24.8,26.4,16.9
184,2016-07-13,26.6,25.1,2247,30.1,1251,2,0.4,8,0.5,505,0.9,12.5,254,6.6,318,3.6,92.5,1200,2.81,11.88,0,0,0,0,27.2,26.1,17.5
184,2016-07-14,25.9,23.9,2335,29.1,1222,0,0,0,0,0,0,8.8,1443,5.1,1716,2.9,80.8,1200,3.51,23.41,0,0,0,0,27.1,26.8,17.5
184,2016-07-15,26.7,22.8,356,30.8,1237,0.28,0,0,0,0,0,13,1509,6.3,1517,3.5,70.9,1200,3.39,21.45,0,0,0,0,28.9,27,17.2
184,2016-07-16,26.3,24.3,2330,30.9,943,0.7,0,0,0,0,0,11.3,48,6.4,1123,3.7,80.1,1300,2.81,13.46,0,0,0,0,29.2,27.1,17.2
184,2016-07-17,25.6,24.1,310,28.8,1251,0,0,0,0,0,0,6.7,22,4.3,28,2.6,77.3,1200,3.21,18.04,0,0,0,0,28.4,27.1,17.6
184,2016-07-18,25.4,23.6,521,27.7,1516,0,0,0,0,0,0,5.1,1114,4.1,1119,1.8,78.4,1000,2,14.41,0,0,0,0,28.4,27.2,17.2
184,2016-07-19,28,25,550,31.9,1247,0,0,0,0,0,0,11.1,1555,5.3,1401,3,78.3,1200,3.28,22.53,0,0,0,0,29,27.4,17.2
184,2016-07-20,28,26.2,442,31.7,1543,0,0,0,0,0,0,12,1420,6.5,1610,4.2,74.9,1300,3.27,26.93,0,0,0,0,31.9,28,17.2
184,2016-07-21,28.5,26,540,31.3,1513,0,0,0,0,0,0,12.8,1321,6.8,1357,3.3,75.1,1100,3.29,25.82,0,0,0,0,32.2,28.5,17.3
184,2016-07-22,28.4,25.9,620,31.6,1531,0,0,0,0,0,0,11.2,1451,6.4,1318,3,77.1,1200,3.42,27.17,0,0,0,0,32.8,28.9,17.3
184,2016-07-23,28.5,25.9,440,32.4,1059,0,0,0,0,0,0,11.1,1323,6.4,1324,2.4,76.1,1300,3.3,26.28,0,0,0,0,32.8,29.4,17.3
184,2016-07-24,28.5,26,331,30.9,1626,0,0,0,0,0,0,5.3,1450,4,1446,1.7,80.1,1300,3.22,25.8,0,0,0,0,33.3,29.9,17.3
184,2016-07-25,28.6,26.1,558,31.3,1405,0,0,0,0,0,0,6.6,1124,4.5,1128,2,79.1,1100,3.11,24.04,0,0,0,0,33.1,30.2,17.3
184,2016-07-26,29.1,27,341,31.9,1622,0,0,0,0,0,0,6.3,1427,4.5,1307,2,75.6,1200,3.36,25.37,0,0,0,0,33.9,30.4,17.3
184,2016-07-27,29.8,27.4,531,33.1,1341,0,0,0,0,0,0,9.6,1611,6,1333,2.5,74.5,1200,3.32,23.98,0,0,0,0,31.1,30.7,17.4
184,2016-07-28,30.1,28.2,512,35.5,1112,0,0,0,0,0,0,7.9,1149,5.2,1220,2.2,76.9,1100,2.59,19.67,0,0,0,0,33.6,30.8,17.5
184,2016-07-29,30.1,28.2,426,32.6,1425,0,0,0,0,0,0,7.3,1306,5.1,1313,2.1,76.3,1200,3.17,24.6,0,0,0,0,33.4,31,17.5
184,2016-07-30,30.4,28.4,451,34,1530,0,0,0,0,0,0,6,1545,4.2,1512,2,75.1,1200,3.3,25.45,0,0,0,0,34.6,31.3,17.7
184,2016-07-31,29.6,27.8,609,31.9,1617,0,0,0,0,0,0,6.2,1135,5,1153,2.3,76.5,1100,3.01,23.65,0,0,0,0,32.6,31.5,17.6
184,2016-08-01,29.6,27.3,534,32.6,1347,0,0,0,0,0,0,5,1208,3.8,1139,1.8,68.9,1200,3.14,21.08,0,0,0,0,33.5,31.5,17.7
184,2016-08-02,29.2,27.3,520,31.8,1221,0.85,0.1,0,0.1,0,0.1,10.2,1810,6.6,1819,2.2,74.5,1000,2.89,15.17,0,0,0,0,33.2,31.3,17.7
184,2016-08-03,27.8,25.7,1017,29.5,1506,4.63,0.9,959,2.9,943,3.5,9.7,954,5.4,1002,1.6,79.4,1300,1.49,6.73,0,0,0,0,28.2,30.6,17.8
184,2016-08-04,28.8,26.6,147,33.2,1520,2.13,2.2,1106,3,1103,3.3,9.2,1447,4.8,1053,2.6,77.8,1300,2.89,16.37,0,0,0,0,29.4,29.8,17.9
184,2016-08-05,28.4,26.5,437,31.2,1258,0.62,0,0,0,0,0,11.1,1151,6.7,1159,3.3,84.6,1300,2.9,19.59,0,0,0,0,31.5,29.8,17.8
184,2016-08-06,28.7,26.4,25,32.5,1738,0,0,0,0,0,0,12.3,1440,7.7,1234,2.9,82.1,1200,3.3,21.93,0,0,0,0,33.2,30,17.9
184,2016-08-07,29,25.9,616,33.9,1305,1.68,0.7,219,0.9,0,1.6,6,1541,3.9,1548,1.9,79.4,1100,3.17,22.74,0,0,0,0,33.2,30.4,17.9
184,2016-08-08,29.1,26.9,416,32.2,1701,0,0,0,0,0,0,5.6,925,4,934,2,75.6,1200,3.31,21.48,0,0,0,0,33.8,30.7,17.9
184,2016-08-09,29.3,27.1,558,31.4,845,0,0,0,0,0,0,13.9,1332,8.6,1332,3.5,79.4,1300,3.19,24.23,0,0,0,0,35,30.7,18
184,2016-08-10,29.1,27.6,536,31.9,943,0,0,0,0,0,0,12.1,1210,6.8,1216,3.3,79,1200,3.31,24.99,0,0,0,0,35.3,31,18.1
184,2016-08-11,30.2,26.9,50,33.1,1714,0,0,0,0,0,0,6.2,1255,4.9,1219,2.3,71.3,1200,3.28,25.62,0,0,0,0,37.1,31.3,18
184,2016-08-12,30.5,27.8,547,34.4,1247,0,0,0,0,0,0,5.5,1422,3.7,1204,2.2,69.9,1200,3.19,25.12,0,0,0,0,38.1,31.6,18.1
184,2016-08-13,30.5,27.8,504,33.8,1603,0,0,0,0,0,0,6.1,1553,4.2,1416,2.5,66.5,1200,3.33,26,0,0,0,0,37.3,31.7,18.4
184,2016-08-14,30.6,27.8,136,33.9,1558,0,0,0,0,0,0,6.4,1505,4.3,1808,2.6,69.8,1200,3.32,25.47,0,0,0,0,38.5,31.8,18.5
184,2016-08-15,30.5,28,513,33.8,1306,0,0,0,0,0,0,6.5,1408,4.5,1903,2.8,69.5,1100,3.23,21.2,0,0,0,0,34.1,31.9,18.7
184,2016-08-16,30,27.2,2331,33.1,1421,0,0,0,0,0,0,7.1,1034,4.6,954,2.8,66.5,1200,3.27,24.16,0,0,0,0,38.1,31.9,18.8
184,2016-08-17,29,25.5,446,33.2,1448,0,0,0,0,0,0,11.4,1329,7,1427,2.9,67.5,1300,2.84,20.33,0,0,0,0,34.7,31.7,18.8
184,2016-08-18,29.6,27.1,451,31.9,918,0,0,0,0,0,0,11.8,1622,7.4,1430,3.3,74.9,1300,3.14,23.84,0,0,0,0,37.2,31.5,18.8
184,2016-08-19,28.7,26.9,1702,31.4,1326,2.4,1.9,1655,3.9,1621,4.5,11.4,1401,6.8,1318,2.6,79.8,1200,3.28,15.09,0,0,0,0,30.4,31.6,18.8
184,2016-08-20,28.8,26.6,553,31.8,1249,0,0,0,0,0,0,9.5,1354,5.9,1334,2.4,76,1200,2.4,16.43,0,0,0,0,29.8,30.9,18.7
184,2016-08-21,28.7,26.3,521,31.3,1409,0,0,0,0,0,0,9,1326,5.5,1134,2.8,72.6,1200,3.25,23.85,0,0,0,0,34,30.6,18.8
184,2016-08-22,29.4,27.9,508,31.6,1355,0,0,0,0,0,0,6.3,1135,4.8,1224,2.2,75.1,1200,3.2,24.39,0,0,0,0,36.8,30.9,18.8
184,2016-08-23,29,27.1,539,31.2,1227,0,0,0,0,0,0,11.8,1435,6.9,1308,3,74.1,1200,3.28,20,0,0,0,0,33.6,31.2,18.8
184,2016-08-24,28,26.4,509,29.8,1811,0,0,0,0,0,0,12.3,1240,7.4,1425,3.6,76.1,1200,3.23,23.56,0,0,0,0,32.1,30.9,18.8
184,2016-08-25,28.1,26.5,1,30.6,1338,0,0,0,0,0,0,9.6,1209,6.4,1458,2.9,80.8,1200,3.12,19.43,0,0,0,0,32.2,31,18.9
184,2016-08-26,28.2,26,621,31.7,1316,0.32,0,0,0,0,0,10.4,1630,6.2,1754,2.7,72,1200,3.18,23.18,0,0,0,0,35.5,31.1,18.9
184,2016-08-27,24.7,22.4,2308,26.3,1,6.7,1.9,2258,4.5,2220,13,12.5,200,6,418,3.3,80.9,1400,0.62,3.64,0,0,0,0,26.2,30.8,19.1
184,2016-08-28,22.8,19.9,809,25.3,1605,10.92,2.5,406,11,457,49.6,14.2,754,9.8,745,5.3,82,1200,2.51,11.66,0,0,0,0,24.1,28.3,19
184,2016-08-29,24.1,22.2,534,27.3,1507,0,0,0,0,0,0,12.4,851,7.9,412,4.8,65.4,1300,3.19,22.58,0,0,0,0,24.8,27.6,19
184,2016-08-30,25.3,22.9,535,28,1155,0.3,0,0,0,0,0,16,530,9.2,1317,6.4,61,1100,2.79,19.25,0,0,0,0,26.3,27.5,19.8
184,2016-08-31,26.4,23.5,446,29.8,1445,0,0,0,0,0,0,18.2,1125,11.7,1320,6.6,57.1,1200,3.14,22.23,0,0,0,0,28,27.2,20.9
184,2016-09-01,27.1,21.7,2250,33,1419,3.73,1,2228,2.9,2153,4.7,12.2,258,7.7,1519,4,62.1,1100,2.85,18.71,0,0,0,0,27.7,27.2,20
184,2016-09-02,23.2,21.9,153,24.5,1228,12.58,1.6,754,5,632,16.4,6.1,1501,3.8,1357,1.6,92.3,1200,1.23,4.6,0,0,0,0,24.5,27.2,19.6
184,2016-09-03,24.5,22.6,543,26.7,1436,0,0,0,0,0,0,5.6,1440,4.4,1455,1.9,87.3,1100,2.07,12.93,0,0,0,0,26.3,26.8,19.5
184,2016-09-04,26.3,24.1,602,28.8,1607,0.18,0,0,0,0,0,6.2,1627,4.2,1335,1.9,80.5,1200,2.95,20.18,0,0,0,0,27.7,27.1,19.5
184,2016-09-05,26.1,24.5,548,29.2,1423,0.23,0,0,0,0,0,6.2,1447,4.2,1450,1.8,77.6,1400,2.74,16.92,0,0,0,0,29,27.8,19.6
184,2016-09-06,24.9,23.1,454,27.1,2022,1.48,0,0,0,0,0,6.7,2030,3.4,1939,1.6,79.6,1100,1.3,7.51,0,0,0,0,25.5,27.7,19.6
184,2016-09-07,24.5,23.2,2250,26.7,1047,7.42,0.3,1308,0.4,1251,0.9,5.7,1853,3.8,1859,1.8,78,1000,1.11,5.28,0,0,0,0,24.6,27.1,19.7
184,2016-09-08,25,21.7,639,27.8,1334,0,0,0,0,0,0,6.2,1542,4.5,1455,2.3,68,1200,3.09,20.56,0,0,0,0,26.6,26.6,19.7
184,2016-09-09,25.1,23.1,2316,28.1,1513,0,0,0,0,0,0,6.2,1629,4.3,1217,2.8,75.3,1200,3.13,21.8,0,0,0,0,28.8,26.9,19.9
184,2016-09-10,24.1,21.9,612,26.6,1432,0,0,0,0,0,0,6.2,1559,4.8,1553,2.1,73.8,1300,2.5,14.07,0,0,0,0,27.4,27,19.8
184,2016-09-11,24.7,22.9,239,26.9,1158,2.23,0,0,0,0,0,9.4,1312,5.8,1057,2.5,82.6,1100,1.8,10.83,0,0,0,0,26.6,26.7,19.7
184,2016-09-12,23,20.8,812,24.9,1412,11.13,1.3,258,2.9,215,11.4,7.7,309,5.6,312,2.6,82.9,1300,2.57,13.24,0,0,0,0,25.8,26.5,19.8
184,2016-09-13,24.4,21.4,548,27,1520,0,0,0,0,0,0,8.6,1621,5.7,1335,2.5,74.3,1200,3.1,22.49,0,0,0,0,25.6,26.3,19.8
184,2016-09-14,23.6,22.4,302,26.3,1302,1.9,0.3,1601,0.6,1524,0.8,8.8,1307,5.7,1122,2.4,81.6,1200,2.22,10.95,0,0,0,0,23.9,26.4,19.7
184,2016-09-15,24.2,22.4,23,27,1129,2.37,0.1,0,0.1,0,0.1,10.4,1421,6.4,1416,2.5,76.9,1300,2.05,12.05,0,0,0,0,24.9,26.1,19.7
184,2016-09-16,24.8,22.9,348,26.4,1301,2.22,0.9,2213,0.9,2123,0.9,9.5,1235,4.9,1202,2.8,80.4,1200,0.99,6.67,0,0,0,0,24.6,25.9,19.7
184,2016-09-17,26.8,24.7,2343,30.2,1001,7.48,0.6,1121,2.6,1048,3.4,14,837,6.7,1038,2.9,81,900,1.02,4.63,0,0,0,0,25,25.8,20
184,2016-09-18,24.1,21.6,2354,27,951,6.7,0.2,2100,0.6,2205,1.3,11.9,2334,6.7,1258,3.2,88.8,1000,1.4,9.39,0,0,0,0,25,25.9,19.9
184,2016-09-19,22,20.7,534,22.9,2054,15.53,1.5,259,5,256,17.5,13.4,1451,8.7,1603,4.5,83.3,1100,0.2,1.41,0,0,0,0,21.8,25.5,19.9
184,2016-09-20,22.4,20.7,649,24.6,1107,0,0,0,0,0,0,9.4,111,5.7,1,3.2,60,1200,3.09,22.04,0,0,0,0,22.6,24.6,19.7
184,2016-09-21,22,19.6,603,24.6,1259,0.57,0,0,0,0,0,9.5,1244,6,1246,2.4,65.9,1200,2.78,17.43,0,0,0,0,23.6,24.7,19.7
184,2016-09-22,22,19.8,637,24.8,1524,5.2,0.3,449,1,440,1.4,4.9,1244,3.4,1256,1.6,70.5,1300,2.83,18.57,0,0,0,0,25.1,24.9,19.7
184,2016-09-23,22,18.9,611,24.9,1233,0,0,0,0,0,0,7.7,1559,4.8,1312,2.4,72.3,1000,2.18,14.61,0,0,0,0,22.8,24.9,19.7
184,2016-09-24,22.8,20.6,542,25,1125,0,0,0,0,0,0,9.8,1529,6.2,1601,2.8,78,1200,2.99,20.03,0,0,0,0,25.7,24.7,19.9
184,2016-09-25,23.4,20.6,132,25.1,1249,0,0,0,0,0,0,11,1327,6.9,1319,3.1,81.8,1200,2.88,15.56,0,0,0,0,25.8,24.9,19.7
184,2016-09-26,24.2,23.5,546,25.6,1709,3.85,0.9,1104,2.5,1100,3,9.1,1501,5.4,1456,2.9,92.9,1500,0.91,6.06,0,0,0,0,24.8,25.1,19.8
184,2016-09-27,25,22.9,342,28.2,1014,1.03,1.5,1350,3.5,1335,3.5,9.2,924,5.3,1211,2.4,91,1000,2.17,12.66,0,0,0,0,25,25.2,19.8
184,2016-09-28,23.1,22.2,2030,24.7,1,16.57,3.2,817,11.6,815,61.8,8.7,1247,5.9,1245,2.5,96.3,1500,0.16,0.76,0,0,0,0,23.6,25.4,19.8
184,2016-09-29,21.6,20.5,1754,22.7,308,22.55,1.4,1303,3.5,1230,24.2,10.4,850,5.9,2235,3.2,94.8,1100,0.46,2.43,0,0,0,0,22.6,24.7,20.1
184,2016-09-30,21.1,20.4,318,22.2,1044,12.08,2.7,2012,8.3,1955,21,10.9,1203,6.3,2027,3.5,93.8,1000,0.55,2.71,0,0,0,0,21.7,24,20
184,2016-10-01,22.7,21.5,1,25.3,1400,4.05,0.7,915,2.3,830,5,8.5,1127,4.8,1409,3.2,94.6,1300,1.43,5.62,0,0,0,0,23.3,23.7,20.1
184,2016-10-02,26.5,21.7,537,32.1,1309,0.08,0,0,0,0,0,9.2,1326,5.5,1329,1.6,80.8,1200,2.87,17.4,0,0,0,0,26.1,24.1,20.3
184,2016-10-03,25.7,23.6,2343,29.3,1125,0.05,0,0,0,0,0,9.5,1209,6.2,1300,2.1,84.8,1000,2.19,13.56,0,0,0,0,25.3,25.2,20.3
184,2016-10-04,23.8,21.8,2352,26.5,1017,7.02,3.6,2311,10.7,2312,16.6,21,2321,11.1,2332,3.8,90.4,1000,1,3.68,0,0,0,0,23.9,25.5,20.3
184,2016-10-05,22.6,20.4,2400,26.5,1435,10.92,10.1,307,51.7,305,158.5,47,434,29,420,8.8,85.6,1200,2.78,13.88,0,0,0,0,23.4,23.2,21.4
184,2016-10-06,21.9,19.9,250,24.7,1423,0,0,0,0,0,0,6.6,1230,4.1,1231,2.2,71.5,1200,2.9,19.53,0,0,0,0,23.6,23.7,20.6
184,2016-10-07,22.8,21.3,1,25,2116,6.28,0.4,946,1.4,930,1.9,12.4,1923,5.7,1755,2.9,82.9,1300,1.15,5.43,0,0,0,0,22,23.9,20.6
184,2016-10-08,21.8,17.3,1548,26.6,236,9.57,1.4,1528,6.4,1528,23.1,14.2,1500,7.9,1514,3.8,80.6,1200,0.2,1.38,0,0,0,0,21.4,23.7,21.2
184,2016-10-09,17.5,15.8,750,19.5,1352,0,0,0,0,0,0,12.7,434,7.5,435,4.1,54.8,1200,2.9,19.62,0,0,0,0,19.1,22.9,20.6
184,2016-10-10,18.5,15.6,617,21.4,1128,0,0,0,0,0,0,8.3,1330,5.8,1516,2.6,66,1100,2.67,16.92,0,0,0,0,19.8,22.3,20.5
184,2016-10-11,19,17.5,2329,20.8,1326,0.68,0,0,0,0,0,6.5,1328,3.9,954,1.9,66.4,1100,0.78,4.75,0,0,0,0,18.9,22.3,20.5
184,2016-10-12,19.6,17.4,38,21.9,1254,0,0,0,0,0,0,6.9,910,4.7,921,2.1,63,1200,1.95,10.7,0,0,0,0,19.8,21.7,20.5
184,2016-10-13,19.9,18.2,12,22.3,1101,0,0,0,0,0,0,7.6,1108,5,1309,2,71.8,1100,1.13,5.76,0,0,0,0,19.4,21.7,20.5
184,2016-10-14,20.6,18.7,302,24,1152,0,0,0,0,0,0,10.6,1142,6.6,1446,2.7,73.9,1200,2.67,16.37,0,0,0,0,22,21.7,20.5
184,2016-10-15,20.5,17.9,548,24.5,1307,0,0,0,0,0,0,11.4,1003,5.4,1608,2.6,73.1,1200,2.04,10.75,0,0,0,0,20.5,21.9,20.5
184,2016-10-16,21.8,19.8,417,23.6,2031,4.18,1.3,2245,1.6,2207,2.9,8.1,742,4.5,918,1.9,82.1,1500,0.87,5.73,0,0,0,0,21.2,21.9,20.5
184,2016-10-17,21.6,19.4,2342,24.4,1111,0,0,0,0,0,0,6.9,402,4.3,410,2.5,78.1,1200,2.65,14.94,0,0,0,0,23.1,22.3,20.6
184,2016-10-18,20.7,19.2,152,22.3,1338,0,0,0,0,0,0,5.9,1505,4.3,1452,2.1,80.5,1200,2.06,12.87,0,0,0,0,22.4,22.8,20.6
184,2016-10-19,21.1,19.9,2303,23,1015,0,0,0,0,0,0,6.8,1246,4.6,1252,1.8,80.5,1200,1.44,8.62,0,0,0,0,21.3,22.8,20.6
184,2016-10-20,20.3,18.3,652,21.3,1610,3.18,0,0,0,0,0,6.4,2135,4.2,2158,1.6,77.8,1000,0.75,5.02,0,0,0,0,20.6,22.5,20.5
184,2016-10-21,19.6,18.7,2116,21.3,14,20.88,0.9,1006,2.9,947,18.4,10.8,641,5.5,1322,3.3,87.4,1300,0.67,2.58,0,0,0,0,19.8,22.1,20.5
184,2016-10-22,18.8,18.3,122,19.3,800,17.12,1.1,147,5.1,144,20.9,11.7,817,6.6,815,3,93,1100,0.31,1.38,0,0,0,0,19.3,21.5,20.5
184,2016-10-23,19.1,17.4,2352,21.9,1133,4.93,0.4,609,1.2,600,2.6,16.2,1313,8,1248,3.7,77.5,1100,1.05,3.97,0,0,0,0,18.6,21.1,20.6
184,2016-10-24,19,17.2,338,21.7,1452,0,0,0,0,0,0,9.6,1154,5.5,1158,2.9,73,1200,2.3,10.83,0,0,0,0,19.1,20.8,20.5
184,2016-10-25,19.8,17,2326,25.9,1047,2.58,0.6,1139,0.9,1102,1.2,18.6,1206,9.1,1209,3.2,77.3,1000,1.53,5.26,0,0,0,0,18.2,20.8,20.7
184,2016-10-26,17.3,15.1,1810,20.8,1141,5.25,1,1510,3.7,1434,7.5,8.6,1617,5.4,1614,2.2,74.3,1000,2.09,7.79,0,0,0,0,17.6,20.5,20.5
184,2016-10-27,19.4,15.5,253,23.2,1319,1.63,0.1,0,0.1,0,0.1,10.5,1444,5.5,1451,3,78.1,1300,1.33,6.83,0,0,0,0,18.5,20.2,20.5
184,2016-10-28,18.7,16.6,1426,21.7,1007,8.65,7.4,714,16.3,645,23.2,16.3,1330,9,1337,3.8,85.3,1200,0.6,1.8,0,0,0,0,18.5,20.3,20.6
184,2016-10-29,14.8,13,2333,17,1,0,0,0,0,0,0,10.8,31,6.4,205,3.9,60,1300,1.11,6.99,0,0,0,0,15.6,20,20.6
184,2016-10-30,14.1,12.2,618,16.6,1245,0,0,0,0,0,0,9.2,555,5.2,606,2.8,52.9,1200,2.3,12.95,0,0,0,0,13.8,19.1,20.5
184,2016-10-31,14.7,13.5,2332,16.8,905,6.03,0.2,951,0.3,943,0.5,14.2,2313,8.2,2327,2.7,68.9,1100,0.81,3.4,0,0,0,0,14.6,18.5,20.4
184,2016-11-01,10.9,9.8,2130,13.7,3,0,0,0,0,0,0,13.5,917,7.4,855,4.8,60.5,1300,1.48,8.3,0,0,0,0,12.4,18.1,20.5
184,2016-11-02,11.5,9.3,745,14,1414,0,0,0,0,0,0,12.7,540,7.3,547,3.3,58.5,1100,2.27,14.25,0,0,0,0,12.2,17.4,20.5
184,2016-11-03,13.7,10.6,54,17.7,1341,0,0,0,0,0,0,8.3,1117,4.5,915,2.7,64.4,1300,1.71,8.14,0,0,0,0,13.4,17,20.4
184,2016-11-04,14.5,10.8,511,19.5,1400,0,0,0,0,0,0,7.4,1553,4.7,1505,2.6,65.6,1200,2.26,14.1,0,0,0,0,13.6,16.7,20.4
184,2016-11-05,16.8,11.6,529,22.9,1308,0,0,0,0,0,0,10.4,1357,7.1,1405,2.9,67,1200,2.34,14.8,0,0,0,0,14.7,16.8,20.4
184,2016-11-06,17.4,13.3,703,21.3,1138,0,0,0,0,0,0,12.6,1349,6.8,1352,3.3,73.3,1100,2.07,12.07,0,0,0,0,16.1,17.2,20.4
184,2016-11-07,18.1,15.8,528,21.7,1300,0,0,0,0,0,0,10.2,1011,6.4,1430,3,63.9,1200,2.24,13.56,0,0,0,0,16.5,17.6,20.4
184,2016-11-08,12.6,10.5,2324,17.7,257,8.2,0,0,0,0,5.5,16.8,331,11.6,330,4.5,73.1,1500,0.51,2.94,0,0,0,0,14,17.9,20.4
184,2016-11-09,10.6,7.8,655,12.3,2349,0,0,0,0,0,0,12.7,212,8,436,3.6,53.8,1200,2.44,14.81,0,0,0,0,11.1,16.9,20.3
184,2016-11-10,13.1,10.9,2308,15.2,1343,6.07,0,0,0,0,7.4,14.9,1541,9.2,1547,2.8,76.1,1100,0.8,2.86,0,0,0,0,13.1,16.5,20.3
184,2016-11-11,14.5,11.3,2313,18.3,1238,0,0,0,0,0,0,12.3,556,6.4,602,3.4,60.8,1200,2.16,11.52,0,0,0,0,13.1,16.2,20.4
184,2016-11-12,15.5,9.7,544,20.2,1453,0,0,0,0,0,0,4.3,2249,3,17,1.7,53.9,1200,2.14,13.37,0,0,0,0,12.8,16,20.3
184,2016-11-13,17.4,14.5,155,21.9,1110,8.9,0,0,0,0,9.5,7.4,1307,5,1313,1.9,83.1,1200,1.41,5.59,0,0,0,0,15.7,16.3,20.3
184,2016-11-14,18.7,16.7,2344,23.2,1219,4.97,0,0,0,0,14,10.3,2350,5.9,2353,2.2,92.8,1100,1.44,6.17,0,0,0,0,18.4,17.1,20.3
184,2016-11-15,13.8,10.3,2306,16.8,1,0,0,0,0,0,0,9.6,556,5.1,350,3,65.6,1100,2.27,13.5,0,0,0,0,14.6,17.8,20.3
184,2016-11-16,13,8.4,509,16.6,1313,0,0,0,0,0,0,5.1,1432,3.7,1354,2,64.6,1200,2.23,13.66,0,0,0,0,12.1,16.9,20.3
184,2016-11-17,15.8,11.8,148,19.6,1258,0,0,0,0,0,0,8.6,1103,5.3,1125,2.4,67.4,1100,1.73,7.37,0,0,0,0,13.9,16.5,20.3
184,2016-11-18,19.3,15.5,25,22.6,2035,2.65,0,0,0,0,0.5,14.3,2232,7.9,2118,3,70,1300,0.88,5.31,0,0,0,0,16.6,16.5,20.2
184,2016-11-19,17.9,17.3,1016,20.4,1,2.15,0,0,0,0,3.6,12.6,206,7.3,238,3.5,89,1300,0.5,2.07,0,0,0,0,17.8,17.3,20.2
184,2016-11-20,16.7,15.2,1857,17.8,9,0,0,0,0,0,0,7.5,518,4.6,1323,2.2,83.8,1100,0.89,4.67,0,0,0,0,17,17.6,20.2
